TID,OBJECTID,ORGANIZATION,LOCATEID,COLLECADDRES,COLLECCITY,COLLECZIP,COMP_ADDR,FIPSCOUNTY,JURISDNAME,TRAPTYPE,POOLSIZE,GENDER,TESTTYPE,RESULTTYPE,ISPOS,TESTDATE,GENUS,SPECIES,U_Trap2,LL_Source,LOGITUDE,LATITUDE,LL_Source0,COLLECSAMPLEID,COLLECDATE,WEEK_NEW,U_id2,Numtests
Y12P05800,203735,KANE COUNTY HEALTH DEPT,WNV-2012-003,47W984 US ROUTE 30,BIG ROCK,60511,47W984 US ROUTE 30_BIG ROCK_60511,KANE,KANE COUNTY HEALTH DEPT,GRAVID TRAP,45,Female,RAMP WNV,NEGATIVE,0,10-Jul-12,Culex,SP,UTR0780,IDPH,-88.54762,41.75806,IDPH,201200309,09-Jul-12,28,UTR0780 201200309,1
Y12P07610,204760,KANE COUNTY HEALTH DEPT,WNV-2012-004,WILSON ROAD & KIRK ROAD,BATAVIA,60510,WILSON ROAD & KIRK ROAD_BATAVIA_60510,KANE,KANE COUNTY HEALTH DEPT,GRAVID TRAP,97,Female,RAMP WNV,NEGATIVE,0,13-Jul-12,Culex,SP,UTR0850,IDPH,-88.31347,41.8472,IDPH,201200404,12-Jul-12,28,UTR0850 201200404,1
Y12P05801,203736,KANE COUNTY HEALTH DEPT,WNV-2012-005,BURLINGTON ROAD & EMPIRE ROAD,CAMPTON HILLS,60175,BURLINGTON ROAD & EMPIRE ROAD_CAMPTON HILLS_60175,KANE,KANE COUNTY HEALTH DEPT,GRAVID TRAP,48,Female,RAMP WNV,NEGATIVE,0,10-Jul-12,Culex,SP,UTR0933,IDPH,-88.4135,41.95646,IDPH,201200508,09-Jul-12,28,UTR0933 201200508,1
Y12P07611,204761,KANE COUNTY HEALTH DEPT,WNV-2012-005,BURLINGTON ROAD & EMPIRE ROAD,CAMPTON HILLS,60175,BURLINGTON ROAD & EMPIRE ROAD_CAMPTON HILLS_60175,KANE,KANE COUNTY HEALTH DEPT,GRAVID TRAP,26,Female,RAMP WNV,NEGATIVE,0,13-Jul-12,Culex,SP,UTR0933,IDPH,-88.4135,41.95646,IDPH,201200509,12-Jul-12,28,UTR0933 201200509,1
Y12P05802,203737,KANE COUNTY HEALTH DEPT,WNV-2012-006,500 FILMORE,ELBURN,60119,500 FILMORE_ELBURN_60119,KANE,KANE COUNTY HEALTH DEPT,GRAVID TRAP,28,Female,RAMP WNV,NEGATIVE,0,10-Jul-12,Culex,SP,UTR0877,IDPH,-88.473732,41.887657,IDPH,201200606,09-Jul-12,28,UTR0877 201200606,1
Y12P07612,204762,KANE COUNTY HEALTH DEPT,WNV-2012-006,500 FILMORE,ELBURN,60119,500 FILMORE_ELBURN_60119,KANE,KANE COUNTY HEALTH DEPT,GRAVID TRAP,43,Female,RAMP WNV,NEGATIVE,0,13-Jul-12,Culex,SP,UTR0877,IDPH,-88.473732,41.887657,IDPH,201200607,12-Jul-12,28,UTR0877 201200607,1
Y12P05803,203738,KANE COUNTY HEALTH DEPT,WNV-2012-007,RAYMOND ROAD,GILBERTS,60136,RAYMOND ROAD_GILBERTS_60136,KANE,KANE COUNTY HEALTH DEPT,GRAVID TRAP,162,Female,RAMP WNV,NEGATIVE,0,10-Jul-12,Culex,SP,UTR1031,IDPH,-88.36893,42.09584,IDPH,201200706,09-Jul-12,28,UTR1031 201200706,1
Y12P07613,204763,KANE COUNTY HEALTH DEPT,WNV-2012-007,RAYMOND ROAD,GILBERTS,60136,RAYMOND ROAD_GILBERTS_60136,KANE,KANE COUNTY HEALTH DEPT,GRAVID TRAP,55,Female,RAMP WNV,NEGATIVE,0,13-Jul-12,Culex,SP,UTR1031,IDPH,-88.36893,42.09584,IDPH,201200707,12-Jul-12,28,UTR1031 201200707,1
Y12P05804,203739,KANE COUNTY HEALTH DEPT,WNV-2012-008,37W271 WELD ROAD,ELGIN,60124,37W271 WELD ROAD_ELGIN_60124,KANE,KANE COUNTY HEALTH DEPT,GRAVID TRAP,79,Female,RAMP WNV,POSITIVE,1,10-Jul-12,Culex,SP,UTR0996,IDPH,-88.344537,42.033928,IDPH,201200809,09-Jul-12,28,UTR0996 201200809,1
Y12P07614,204764,KANE COUNTY HEALTH DEPT,WNV-2012-008,37W271 WELD ROAD,ELGIN,60124,37W271 WELD ROAD_ELGIN_60124,KANE,KANE COUNTY HEALTH DEPT,GRAVID TRAP,170,Female,RAMP WNV,NEGATIVE,0,13-Jul-12,Culex,SP,UTR0996,IDPH,-88.344537,42.033928,IDPH,201200810,12-Jul-12,28,UTR0996 201200810,1
Y12P05805,203740,KANE COUNTY HEALTH DEPT,WNV-2012-009,BURLINGTON COMMUNITY PARK,BURLINGTON,60109,BURLINGTON COMMUNITY PARK_BURLINGTON_60109,KANE,KANE COUNTY HEALTH DEPT,GRAVID TRAP,62,Female,RAMP WNV,NEGATIVE,0,10-Jul-12,Culex,SP,UTR1009,IDPH,-88.54564,42.05085,IDPH,201200907,09-Jul-12,28,UTR1009 201200907,1
Y12P07615,204765,KANE COUNTY HEALTH DEPT,WNV-2012-009,BURLINGTON COMMUNITY PARK,BURLINGTON,60109,BURLINGTON COMMUNITY PARK_BURLINGTON_60109,KANE,KANE COUNTY HEALTH DEPT,GRAVID TRAP,72,Female,RAMP WNV,NEGATIVE,0,13-Jul-12,Culex,SP,UTR1009,IDPH,-88.54564,42.05085,IDPH,201200908,12-Jul-12,28,UTR1009 201200908,1
Y12P05806,203741,KANE COUNTY HEALTH DEPT,WNV-2012-010,1200 L W BESINGER WAY,CARPENTERSVILLE,60110,1200 L W BESINGER WAY_CARPENTERSVILLE_60110,KANE,KANE COUNTY HEALTH DEPT,GRAVID TRAP,88,Female,RAMP WNV,POSITIVE,1,10-Jul-12,Culex,SP,UTR1043,IDPH,-88.264554,42.116916,IDPH,201201006,09-Jul-12,28,UTR1043 201201006,1
Y12P07616,204766,KANE COUNTY HEALTH DEPT,WNV-2012-010,1200 L W BESINGER WAY,CARPENTERSVILLE,60110,1200 L W BESINGER WAY_CARPENTERSVILLE_60110,KANE,KANE COUNTY HEALTH DEPT,GRAVID TRAP,104,Female,RAMP WNV,POSITIVE,1,13-Jul-12,Culex,SP,UTR1043,IDPH,-88.264554,42.116916,IDPH,201201007,12-Jul-12,28,UTR1043 201201007,1
Y12P06241,203984,Desplaines Valley MAD,ws,8261 Willow Springs Rd.,WILLOW SPRINGS,60480,8261 Willow Springs Rd._WILLOW SPRINGS_60480,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,18-Jul-12,Culex,PIPIENS/RESTUANS,UTR0771,IDPH,-87.88511,41.73975,IDPH,dv508,08-Jul-12,28,UTR0771 dv508,2
Y12P06244,203985,Desplaines Valley MAD,ws,8261 Willow Springs Rd.,WILLOW SPRINGS,60480,8261 Willow Springs Rd._WILLOW SPRINGS_60480,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,18-Jul-12,Culex,PIPIENS/RESTUANS,UTR0771,IDPH,-87.88511,41.73975,IDPH,dv509,08-Jul-12,28,UTR0771 dv509,2
Y12P06247,203986,Desplaines Valley MAD,ws,8261 Willow Springs Rd.,WILLOW SPRINGS,60480,8261 Willow Springs Rd._WILLOW SPRINGS_60480,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,18-Jul-12,Culex,PIPIENS/RESTUANS,UTR0771,IDPH,-87.88511,41.73975,IDPH,dv510,08-Jul-12,28,UTR0771 dv510,2
Y12P06250,203987,Desplaines Valley MAD,ws,8261 Willow Springs Rd.,WILLOW SPRINGS,60480,8261 Willow Springs Rd._WILLOW SPRINGS_60480,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,18-Jul-12,Culex,PIPIENS/RESTUANS,UTR0771,IDPH,-87.88511,41.73975,IDPH,dv511,08-Jul-12,28,UTR0771 dv511,2
Y12P06253,203988,Desplaines Valley MAD,ws,8261 Willow Springs Rd.,WILLOW SPRINGS,60480,8261 Willow Springs Rd._WILLOW SPRINGS_60480,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,49,Female,PCRWNV,NEGATIVE,0,18-Jul-12,Culex,PIPIENS/RESTUANS,UTR0771,IDPH,-87.88511,41.73975,IDPH,dv512,08-Jul-12,28,UTR0771 dv512,2
Y12P10080,207578,Desplaines Valley MAD,ws,8261 Willow Springs Rd.,WILLOW SPRINGS,60480,8261 Willow Springs Rd._WILLOW SPRINGS_60480,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,18-Jul-12,Culex,PIPIENS/RESTUANS,UTR0771,IDPH,-87.88511,41.73975,IDPH,dv557,09-Jul-12,28,UTR0771 dv557,2
Y12P10107,207587,Desplaines Valley MAD,ws,8261 Willow Springs Rd.,WILLOW SPRINGS,60480,8261 Willow Springs Rd._WILLOW SPRINGS_60480,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,18-Jul-12,Culex,PIPIENS/RESTUANS,UTR0771,IDPH,-87.88511,41.73975,IDPH,dv566,10-Jul-12,28,UTR0771 dv566,2
Y12P10181,207617,Desplaines Valley MAD,ws,8261 Willow Springs Rd.,WILLOW SPRINGS,60480,8261 Willow Springs Rd._WILLOW SPRINGS_60480,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,26-Jul-12,Culex,PIPIENS/RESTUANS,UTR0771,IDPH,-87.88511,41.73975,IDPH,dv596,12-Jul-12,28,UTR0771 dv596,2
Y12P13400,210152,COOK COUNTY HEALTH DEPT,1,177TH & 62 AVENUE,TINLEY PARK,60477,177TH & 62 AVENUE_TINLEY PARK_60477,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,8,Female,RAMP WNV,NEGATIVE,0,17-Jul-12,Culex,SP,UTR0700,GISSA,-87.76966,41.5698,IDPH,419,16-Jul-12,29,UTR0700 419,1
Y12P13429,210182,COOK COUNTY HEALTH DEPT,1,177TH & 62 AVENUE,TINLEY PARK,60477,177TH & 62 AVENUE_TINLEY PARK_60477,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,6,Female,RAMP WNV,NEGATIVE,0,19-Jul-12,Culex,SP,UTR0700,GISSA,-87.76966,41.5698,IDPH,442,18-Jul-12,29,UTR0700 442,1
Y12P13476,210227,COOK COUNTY HEALTH DEPT,1,177TH & 62 AVENUE,TINLEY PARK,60477,177TH & 62 AVENUE_TINLEY PARK_60477,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,24,Female,RAMP WNV,NEGATIVE,0,24-Jul-12,Culex,SP,UTR0700,GISSA,-87.76966,41.5698,IDPH,478,20-Jul-12,29,UTR0700 478,1
Y12P09535,207130,Reed Township MAD,4,786 E SMITH ROAD,BRACEVILLE,60407,786 E SMITH ROAD_BRACEVILLE_60407,WILL,WILL COUNTY HEALTH DEPT,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,20-Jul-12,Culex,PIPIENS/RESTUANS,UTR0634,IDPH,-88.236633,41.23115,IDPH,RT041,18-Jul-12,29,UTR0634 RT041,1
Y12P08679,205382,MCHENRY COUNTY HEALTH DEPT,5,4811 W Orchard Drive,MCCULLOM LAKE,60050,4811 W Orchard Drive_MCCULLOM LAKE_60050,MCHENRY,MCHENRY COUNTY HEALTH DEPT,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,16-Jul-12,Culex,SP,UTR1082,IDPH,-88.371783,42.244883,IDPH,136,16-Jul-12,29,UTR1082 136,1
Y12P08680,205383,MCHENRY COUNTY HEALTH DEPT,5,4811 W Orchard Drive,MCCULLOM LAKE,60050,4811 W Orchard Drive_MCCULLOM LAKE_60050,MCHENRY,MCHENRY COUNTY HEALTH DEPT,GRAVID TRAP,38,Female,RAMP WNV,POSITIVE,1,16-Jul-12,Culex,SP,UTR1082,IDPH,-88.371783,42.244883,IDPH,137,16-Jul-12,29,UTR1082 137,1
Y12P09537,207131,Reed Township MAD,5,1150 N.DIVISON,BRAIDWOOD,60408,1150 N.DIVISON_BRAIDWOOD_60408,WILL,WILL COUNTY HEALTH DEPT,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,20-Jul-12,Culex,PIPIENS/RESTUANS,UTR0644,IDPH,-88.227583,41.2845,IDPH,RT042,18-Jul-12,29,UTR0644 RT042,1
Y12P13365,210126,COOK COUNTY HEALTH DEPT,6,LOMBARD & OGDEN AVENUE,CICERO,60804,LOMBARD & OGDEN AVENUE_CICERO_60804,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,17-Jul-12,Culex,SP,UTR0841,GISSA,-87.77808,41.8323,IDPH,397,16-Jul-12,29,UTR0841 397,1
Y12P13439,210192,COOK COUNTY HEALTH DEPT,6,LOMBARD & OGDEN AVENUE,CICERO,60804,LOMBARD & OGDEN AVENUE_CICERO_60804,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,19-Jul-12,Culex,SP,UTR0841,GISSA,-87.77808,41.8323,IDPH,447,18-Jul-12,29,UTR0841 447,1
Y12P09539,207132,Reed Township MAD,6,24727 WEST AMENITY CENTER DRIVE,WILMINGTON,60481,24727 WEST AMENITY CENTER DRIVE_WILMINGTON_60481,WILL,WILL COUNTY HEALTH DEPT,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,20-Jul-12,Culex,PIPIENS/RESTUANS,UTR0790,IDPH,-88.12506,41.77221,IDPH,RT043,18-Jul-12,29,UTR0790 RT043,1
Y12P09541,207133,Reed Township MAD,7,373 S. CEMETERY RD.,BRAIDWOOD,60408,373 S. CEMETERY RD._BRAIDWOOD_60408,WILL,WILL COUNTY HEALTH DEPT,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,20-Jul-12,Culex,PIPIENS/RESTUANS,UTR0630,IDPH,-88.122507,41.150465,IDPH,RT044,18-Jul-12,29,UTR0630 RT044,1
Y12P13390,210144,COOK COUNTY HEALTH DEPT,8,1421 MILWAUKEE,GLENVIEW,60025,1421 MILWAUKEE_GLENVIEW_60025,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,6,Female,RAMP WNV,NEGATIVE,0,17-Jul-12,Culex,SP,UTR1024,GISSA,-87.864734,42.081525,IDPH,412,16-Jul-12,29,UTR1024 412,1
Y12P13409,210161,COOK COUNTY HEALTH DEPT,8,1421 MILWAUKEE,GLENVIEW,60025,1421 MILWAUKEE_GLENVIEW_60025,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,30,Female,RAMP WNV,POSITIVE,1,19-Jul-12,Culex,SP,UTR1024,GISSA,-87.864734,42.081525,IDPH,428,18-Jul-12,29,UTR1024 428,1
Y12P13462,210215,COOK COUNTY HEALTH DEPT,8,1421 MILWAUKEE,GLENVIEW,60025,1421 MILWAUKEE_GLENVIEW_60025,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,8,Female,RAMP WNV,NEGATIVE,0,24-Jul-12,Culex,SP,UTR1024,GISSA,-87.864734,42.081525,IDPH,468,20-Jul-12,29,UTR1024 468,1
Y12P13445,210198,COOK COUNTY HEALTH DEPT,10,2930 LEE STREET,MELROSE PARK,60160,2930 LEE STREET_MELROSE PARK_60160,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,50,Female,RAMP WNV,POSITIVE,1,19-Jul-12,Culex,SP,UTR0910,GISSA,-87.894559,41.931243,IDPH,451,18-Jul-12,29,UTR0910 451,1
Y12P13459,210212,COOK COUNTY HEALTH DEPT,10,2930 LEE STREET,MELROSE PARK,60160,2930 LEE STREET_MELROSE PARK_60160,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,7,Female,RAMP WNV,POSITIVE,1,24-Jul-12,Culex,SP,UTR0910,GISSA,-87.894559,41.931243,IDPH,465,20-Jul-12,29,UTR0910 465,1
Y12P13370,210131,COOK COUNTY HEALTH DEPT,12,JUDD STREET & IRVING PARK ROAD,SCHILLER PARK,60176,JUDD STREET & IRVING PARK ROAD_SCHILLER PARK_60176,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,2,Female,RAMP WNV,NEGATIVE,0,17-Jul-12,Culex,SP,UTR0932,GISSA,-87.87712,41.95631,IDPH,402,16-Jul-12,29,UTR0932 402,1
Y12P13444,210197,COOK COUNTY HEALTH DEPT,12,JUDD STREET & IRVING PARK ROAD,SCHILLER PARK,60176,JUDD STREET & IRVING PARK ROAD_SCHILLER PARK_60176,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,50,Female,RAMP WNV,POSITIVE,1,19-Jul-12,Culex,SP,UTR0932,GISSA,-87.87712,41.95631,IDPH,450,18-Jul-12,29,UTR0932 450,1
Y12P13458,210211,COOK COUNTY HEALTH DEPT,12,JUDD STREET & IRVING PARK ROAD,SCHILLER PARK,60176,JUDD STREET & IRVING PARK ROAD_SCHILLER PARK_60176,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,8,Female,RAMP WNV,NEGATIVE,0,24-Jul-12,Culex,SP,UTR0932,GISSA,-87.87712,41.95631,IDPH,464,20-Jul-12,29,UTR0932 464,1
Y12P10317,207848,MCHENRY COUNTY HEALTH DEPT,15,3702 US HIGHWAY 14,CRYSTAL LAKE,60014,3702 US HIGHWAY 14_CRYSTAL LAKE_60014,MCHENRY,MCHENRY COUNTY HEALTH DEPT,GRAVID TRAP,12,Female,RAMP WNV,NEGATIVE,0,23-Jul-12,Culex,SP,UTR1073,IDPH,-88.26823,42.2226,IDPH,149,20-Jul-12,29,UTR1073 149,1
Y12P13368,210129,COOK COUNTY HEALTH DEPT,17,2350 17TH AVENUE & FULLERTON AVENUE,FRANKLIN PARK,60131,2350 17TH AVENUE & FULLERTON AVENUE_FRANKLIN PARK_60131,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,50,Female,RAMP WNV,POSITIVE,1,17-Jul-12,Culex,SP,UTR0903,IDPH,-87.855546,41.922432,IDPH,400,16-Jul-12,29,UTR0903 400,1
Y12P08956,205761,MCHENRY COUNTY HEALTH DEPT,17,1215 HILLCREST AVE.,FOX RIVER GROVE,60021,1215 HILLCREST AVE._FOX RIVER GROVE_60021,MCHENRY,MCHENRY COUNTY HEALTH DEPT,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,18-Jul-12,Culex,SP,UTR1068,IDPH,-88.23534,42.19053,IDPH,138,17-Jul-12,29,UTR1068 138,1
Y12P08957,205762,MCHENRY COUNTY HEALTH DEPT,17,1215 HILLCREST AVE.,FOX RIVER GROVE,60021,1215 HILLCREST AVE._FOX RIVER GROVE_60021,MCHENRY,MCHENRY COUNTY HEALTH DEPT,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,18-Jul-12,Culex,SP,UTR1068,IDPH,-88.23534,42.19053,IDPH,139,17-Jul-12,29,UTR1068 139,1
Y12P08958,205763,MCHENRY COUNTY HEALTH DEPT,17,1215 HILLCREST AVE.,FOX RIVER GROVE,60021,1215 HILLCREST AVE._FOX RIVER GROVE_60021,MCHENRY,MCHENRY COUNTY HEALTH DEPT,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,18-Jul-12,Culex,SP,UTR1068,IDPH,-88.23534,42.19053,IDPH,140,17-Jul-12,29,UTR1068 140,1
Y12P08959,205764,MCHENRY COUNTY HEALTH DEPT,17,1215 HILLCREST AVE.,FOX RIVER GROVE,60021,1215 HILLCREST AVE._FOX RIVER GROVE_60021,MCHENRY,MCHENRY COUNTY HEALTH DEPT,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,18-Jul-12,Culex,SP,UTR1068,IDPH,-88.23534,42.19053,IDPH,141,17-Jul-12,29,UTR1068 141,1
Y12P08960,205765,MCHENRY COUNTY HEALTH DEPT,17,1215 HILLCREST AVE.,FOX RIVER GROVE,60021,1215 HILLCREST AVE._FOX RIVER GROVE_60021,MCHENRY,MCHENRY COUNTY HEALTH DEPT,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,18-Jul-12,Culex,SP,UTR1068,IDPH,-88.23534,42.19053,IDPH,142,17-Jul-12,29,UTR1068 142,1
Y12P13440,210193,COOK COUNTY HEALTH DEPT,17,2350 17TH AVENUE & FULLERTON AVENUE,FRANKLIN PARK,60131,2350 17TH AVENUE & FULLERTON AVENUE_FRANKLIN PARK_60131,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,50,Female,RAMP WNV,POSITIVE,1,19-Jul-12,Culex,SP,UTR0903,IDPH,-87.855546,41.922432,IDPH,448,18-Jul-12,29,UTR0903 448,1
Y12P10316,207847,MCHENRY COUNTY HEALTH DEPT,17,1215 HILLCREST AVE.,FOX RIVER GROVE,60021,1215 HILLCREST AVE._FOX RIVER GROVE_60021,MCHENRY,MCHENRY COUNTY HEALTH DEPT,GRAVID TRAP,21,Female,RAMP WNV,NEGATIVE,0,23-Jul-12,Culex,SP,UTR1068,IDPH,-88.23534,42.19053,IDPH,148,20-Jul-12,29,UTR1068 148,1
Y12P13456,210209,COOK COUNTY HEALTH DEPT,17,2350 17TH AVENUE & FULLERTON AVENUE,FRANKLIN PARK,60131,2350 17TH AVENUE & FULLERTON AVENUE_FRANKLIN PARK_60131,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,1,Female,RAMP WNV,NEGATIVE,0,24-Jul-12,Culex,SP,UTR0903,IDPH,-87.855546,41.922432,IDPH,462,20-Jul-12,29,UTR0903 462,1
Y12P13401,210153,COOK COUNTY HEALTH DEPT,18,18111 PATRICK AVENUE,COUNTRY CLUB HILLS,60477,18111 PATRICK AVENUE_COUNTRY CLUB HILLS_60477,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,50,Female,RAMP WNV,POSITIVE,1,17-Jul-12,Culex,SP,UTR0698,GISSA,-87.728181,41.561532,IDPH,420,16-Jul-12,29,UTR0698 420,1
Y12P13431,210184,COOK COUNTY HEALTH DEPT,18,18111 PATRICK AVENUE,COUNTRY CLUB HILLS,60477,18111 PATRICK AVENUE_COUNTRY CLUB HILLS_60477,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,3,Female,RAMP WNV,NEGATIVE,0,19-Jul-12,Culex,SP,UTR0698,GISSA,-87.728181,41.561532,IDPH,443,18-Jul-12,29,UTR0698 443,1
Y12P10312,207843,MCHENRY COUNTY HEALTH DEPT,18,3510 BAY RD.,CRYSTAL LAKE,60012,3510 BAY RD._CRYSTAL LAKE_60012,MCHENRY,MCHENRY COUNTY HEALTH DEPT,GRAVID TRAP,18,Female,RAMP WNV,NEGATIVE,0,19-Jul-12,Culex,SP,UTR1089,IDPH,-88.29916,42.27934,IDPH,144,19-Jul-12,29,UTR1089 144,1
Y12P08675,205378,MCHENRY COUNTY HEALTH DEPT,19,10317 FREEMAN ROAD,HEBRON,60034,10317 FREEMAN ROAD_HEBRON_60034,MCHENRY,MCHENRY COUNTY HEALTH DEPT,GRAVID TRAP,13,Female,RAMP WNV,NEGATIVE,0,16-Jul-12,Culex,SP,UTR1120,IDPH,-88.43285,42.47678,IDPH,134,16-Jul-12,29,UTR1120 134,1
Y12P08678,205381,MCHENRY COUNTY HEALTH DEPT,20,8214 RICHARDSON,SPRING GROVE,60081,8214 RICHARDSON_SPRING GROVE_60081,MCHENRY,MCHENRY COUNTY HEALTH DEPT,GRAVID TRAP,15,Female,RAMP WNV,NEGATIVE,0,16-Jul-12,Culex,SP,UTR1118,IDPH,-88.2358,42.44694,IDPH,135,16-Jul-12,29,UTR1118 135,1
Y12P10311,207842,MCHENRY COUNTY HEALTH DEPT,20,8214 RICHARDSON,SPRING GROVE,60081,8214 RICHARDSON_SPRING GROVE_60081,MCHENRY,MCHENRY COUNTY HEALTH DEPT,GRAVID TRAP,13,Female,RAMP WNV,NEGATIVE,0,19-Jul-12,Culex,SP,UTR1118,IDPH,-88.2358,42.44694,IDPH,143,19-Jul-12,29,UTR1118 143,1
Y12P13391,210145,COOK COUNTY HEALTH DEPT,21,15405 KENTON AVE,OAK FOREST,60452,15405 KENTON AVE_OAK FOREST_60452,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,50,Female,RAMP WNV,POSITIVE,1,17-Jul-12,Culex,SP,UTR0706,GISSA,-87.731827,41.612517,IDPH,413,16-Jul-12,29,UTR0706 413,1
Y12P13415,210168,COOK COUNTY HEALTH DEPT,21,15405 KENTON AVE,OAK FOREST,60452,15405 KENTON AVE_OAK FOREST_60452,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,50,Female,RAMP WNV,POSITIVE,1,19-Jul-12,Culex,SP,UTR0706,GISSA,-87.731827,41.612517,IDPH,434,18-Jul-12,29,UTR0706 434,1
Y12P13468,210219,COOK COUNTY HEALTH DEPT,21,15405 KENTON AVE,OAK FOREST,60452,15405 KENTON AVE_OAK FOREST_60452,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,38,Female,RAMP WNV,POSITIVE,1,24-Jul-12,Culex,SP,UTR0706,GISSA,-87.731827,41.612517,IDPH,470,20-Jul-12,29,UTR0706 470,1
Y12P10313,207844,MCHENRY COUNTY HEALTH DEPT,21,515 PLUM ST,LAKE IN THE HILL,60156,515 PLUM ST_LAKE IN THE HILL_60156,MCHENRY,MCHENRY COUNTY HEALTH DEPT,GRAVID TRAP,50,Female,RAMP WNV,POSITIVE,1,23-Jul-12,Culex,SP,UTR1067,IDPH,-88.31541,42.18941,IDPH,145,20-Jul-12,29,UTR1067 145,1
Y12P10314,207845,MCHENRY COUNTY HEALTH DEPT,21,515 PLUM ST,LAKE IN THE HILL,60156,515 PLUM ST_LAKE IN THE HILL_60156,MCHENRY,MCHENRY COUNTY HEALTH DEPT,GRAVID TRAP,50,Female,RAMP WNV,POSITIVE,1,23-Jul-12,Culex,SP,UTR1067,IDPH,-88.31541,42.18941,IDPH,146,20-Jul-12,29,UTR1067 146,1
Y12P10315,207846,MCHENRY COUNTY HEALTH DEPT,21,515 PLUM ST,LAKE IN THE HILL,60156,515 PLUM ST_LAKE IN THE HILL_60156,MCHENRY,MCHENRY COUNTY HEALTH DEPT,GRAVID TRAP,36,Female,RAMP WNV,NEGATIVE,0,23-Jul-12,Culex,SP,UTR1067,IDPH,-88.31541,42.18941,IDPH,147,20-Jul-12,29,UTR1067 147,1
Y12P13396,210150,COOK COUNTY HEALTH DEPT,24,6942 W 171 ST,TINLEY PARK,60477,6942 W 171 ST_TINLEY PARK_60477,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,50,Female,RAMP WNV,POSITIVE,1,17-Jul-12,Culex,SP,UTR0701,IDPH,-87.790546,41.580589,IDPH,418,16-Jul-12,29,UTR0701 418,1
Y12P13427,210180,COOK COUNTY HEALTH DEPT,24,6942 W 171 ST,TINLEY PARK,60477,6942 W 171 ST_TINLEY PARK_60477,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,50,Female,RAMP WNV,POSITIVE,1,19-Jul-12,Culex,SP,UTR0701,IDPH,-87.790546,41.580589,IDPH,441,18-Jul-12,29,UTR0701 441,1
Y12P13475,210226,COOK COUNTY HEALTH DEPT,24,6942 W 171 ST,TINLEY PARK,60477,6942 W 171 ST_TINLEY PARK_60477,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,24-Jul-12,Culex,SP,UTR0701,IDPH,-87.790546,41.580589,IDPH,477,20-Jul-12,29,UTR0701 477,1
